153 20 1.57079 1.57079 1
153 20.5 1.57079 1.57079 1
153 21 1.57079 1.57079 1
153 21.5 1.57079 1.57079 1
153 22 1.57079 1.57079 1
153 22.5 1.57079 1.57079 1
153 23 1.57079 1.57079 1
153 23.5 1.57079 1.57079 1
153 24 1.57079 1.57079 1
153 24.5 1.57079 1.57079 1
153 25 1.57079 1.57079 1
153 25.5 1.57079 1.57079 1
153 26 1.57079 1.57079 1
153 26.5 1.57079 1.57079 1
153 27 1.57079 1.57079 1
153 27.5 1.57079 1.57079 1
153 28 1.57079 1.57079 1
153 28.5 1.57079 1.57079 1
153 29 1.57079 1.57079 1
153 29.5 1.57079 1.57079 1
153 30 1.57079 1.57079 1
153 30.5 1.57079 1.57079 1
153 31 1.57079 1.57079 1
153 31.5 1.57079 1.57079 1
153 32 1.57079 1.57079 1
153 32.5 1.57079 1.57079 1
153 33 1.57079 1.57079 1
153 33.5 1.57079 1.57079 1
153 34 1.57079 1.57079 1
153 34.5 1.57079 1.57079 1
153 35 1.57079 1.57079 1
153 35.5 1.57079 1.57079 1
153 36 1.57079 1.57079 1
153 36.5 1.57079 1.57079 1
153 37 1.57079 1.57079 1
153 37.5 1.57079 1.57079 1
153 38 1.57079 1.57079 1
153 38.5 1.57079 1.57079 1
153 39 1.57079 1.57079 1
153 39.5 1.57079 1.57079 1
153 40 1.57079 1.57079 1
153 40.5 1.57079 1.57079 1
153 41 1.57079 1.57079 1
153 41.5 1.57079 1.57079 1
153 42 1.57079 1.57079 1
153 42.5 1.57079 1.57079 1
153 43 1.57079 1.57079 1
153 43.5 1.57079 1.57079 1
153 44 1.57079 1.57079 1
153 44.5 1.57079 1.57079 1
153 45 1.57079 1.57079 1
153 45.5 1.57079 1.57079 1
153 46 1.57079 1.57079 1
153 46.5 1.57079 1.57079 1
153 47 1.57079 1.57079 1
153 47.5 1.57079 1.57079 1
153 48 1.57079 1.57079 1
153 48.5 1.6013 1.57079 1
152.985 48.9998 1.63181 1.5727 1
152.954 49.4988 1.66231 1.57639 1
152.909 49.9967 1.69282 1.58176 1
152.848 50.493 1.73918 1.58868 1
152.764 50.986 1.78554 1.59805 1
152.657 51.4745 1.83189 1.6097 1
152.528 51.9575 1.87825 1.62348 1
152.377 52.4341 1.92461 1.63923 1
152.204 52.9031 1.97097 1.65682 1
152.009 53.3636 2.01733 1.67614 1
151.793 53.8146 2.06368 1.69705 1
151.556 54.2551 2.12665 1.71945 1
151.293 54.6798 2.18963 1.74421 1
151.003 55.0871 2.2526 1.77113 1
150.688 55.4753 2.31557 1.80008 1
150.349 55.8429 2.37854 1.83089 1
149.987 56.1885 2.44151 1.86343 1
149.605 56.5106 2.50448 1.89758 1
149.203 56.8081 2.56745 1.93322 1
148.783 57.0796 2.58259 1.97026 1
148.359 57.3448 2.59772 2.00618 1
147.931 57.6035 2.61286 2.04104 1
147.5 57.8557 2.62799 2.07486 1
147.064 58.1014 2.6585 2.10769 1
146.621 58.3337 2.68901 2.1404 1
146.172 58.5523 2.71951 2.173 1
145.716 58.7571 2.75002 2.20548 1
145.253 58.9479 2.76516 2.23786 1
144.788 59.1318 2.78029 2.26931 1
144.321 59.3085 2.79543 2.29987 1
143.85 59.4781 2.81057 2.32959 1
143.378 59.6407 2.84107 2.35851 1
142.9 59.7887 2.87158 2.38751 1
142.418 59.922 2.90208 2.4166 1
141.932 60.0406 2.93259 2.44576 1
141.443 60.1444 2.9631 2.475 1
140.951 60.2332 2.9936 2.50431 1
140.457 60.3069 3.02411 2.53368 1
139.96 60.3655 3.05462 2.56312 1
139.462 60.4089 3.08512 2.59262 1
138.963 60.4371 3.11563 2.62217 1
138.463 60.4501 -3.13704 2.65178 1
137.963 60.4479 -3.10654 2.68143 1
137.463 60.4303 -3.10654 2.68143 1
136.964 60.4128 -3.10654 2.71113 1
136.464 60.3953 -3.10654 2.73919 1
135.964 60.3778 -3.10654 2.76566 1
135.464 60.3602 -3.10654 2.79063 1
134.965 60.3427 -3.10654 2.81416 1
134.465 60.3252 -3.10654 2.83633 1
133.965 60.3077 -3.10654 2.85719 1
133.466 60.2901 -3.10654 2.87682 1
132.966 60.2726 -3.10654 2.89528 1
132.466 60.2551 -3.10654 2.91263 1
131.967 60.2376 -3.10654 2.92894 1
131.467 60.22 -3.10654 2.94427 1
130.967 60.2025 -3.10654 2.95866 1
130.468 60.185 -3.10654 2.97218 1
129.968 60.1675 -3.10654 2.98487 1
129.468 60.1499 -3.10654 2.99678 1
128.968 60.1324 -3.10654 3.00796 1
128.469 60.1149 -3.10654 3.01845 1
127.969 60.0974 -3.10654 3.0283 1
127.469 60.0799 -3.10654 3.03754 1
126.97 60.0623 -3.10654 3.0462 1
126.47 60.0448 -3.10654 3.05433 1
125.97 60.0273 -3.10654 3.06196 1
125.471 60.0098 -3.10654 3.06911 1
124.971 59.9922 -3.10654 3.07582 1
124.471 59.9747 -3.10654 3.08211 1
123.972 59.9572 -3.10654 3.08801 1
123.472 59.9397 -3.10654 3.09354 1
122.972 59.9221 -3.10654 3.09873 1
122.472 59.9046 -3.10654 3.1036 1
121.973 59.8871 -3.10654 3.10816 1
121.473 59.8696 -3.10654 3.11243 1
120.973 59.852 -3.10654 3.11645 1
120.474 59.8345 -3.10654 3.12021 1
119.974 59.817 -3.10654 3.12373 1
119.474 59.7995 -3.10654 3.12704 1
118.975 59.7819 -3.10654 3.13014 1
118.475 59.7644 -3.10654 3.13304 1
117.975 59.7469 -3.10654 3.13577 1
117.476 59.7294 -3.10654 3.13832 1
116.976 59.7119 -3.10654 3.14072 1
116.476 59.6943 -3.10654 3.14296 1
115.976 59.6768 -3.10654 3.14507 1
115.477 59.6593 -3.10654 3.14704 1
114.977 59.6418 -3.10654 3.14889 1
114.477 59.6242 -3.10654 3.15062 1
113.978 59.6067 -3.10654 3.15225 1
113.478 59.5892 -3.10654 3.15378 1
112.978 59.5717 -3.10654 3.1552 1
112.479 59.5541 -3.10654 3.15654 1
111.979 59.5366 -3.10654 3.1578 1
111.479 59.5191 -3.10654 3.15898 1
110.98 59.5016 -3.10654 3.16008 1
110.48 59.484 -3.10654 3.16112 1
109.98 59.4665 -3.10654 3.16209 1
109.48 59.449 -3.10654 3.163 1
108.981 59.4315 -3.10654 3.16385 1
108.481 59.4139 -3.10654 3.16465 1
107.981 59.3964 -3.10654 3.1654 1
107.482 59.3789 -3.10654 3.1661 1
106.982 59.3614 -3.10654 3.16676 1
106.482 59.3439 -3.10654 3.16738 1
105.983 59.3263 -3.10654 3.16796 1
105.483 59.3088 -3.10654 3.1685 1
104.983 59.2913 -3.10654 3.16901 1
104.484 59.2738 -3.10654 3.16949 1
103.984 59.2562 -3.10654 3.16994 1
103.484 59.2387 -3.10654 3.17036 1
102.984 59.2212 -3.10654 3.17075 1
102.485 59.2037 -3.10654 3.17112 1
101.985 59.1861 -3.10654 3.17146 1
101.485 59.1686 -3.10654 3.17179 1
100.986 59.1511 -3.10654 3.17209 1
100.486 59.1336 -3.10654 3.17238 1
99.9863 59.116 -3.10654 3.17264 1
99.4866 59.0985 -3.10654 3.17289 1
98.9869 59.081 -3.10654 3.17313 1
98.4872 59.0635 -3.10654 3.17335 1
97.9875 59.0459 -3.10654 3.17355 1
97.4878 59.0284 -3.10654 3.17375 1
96.9881 59.0109 -3.10654 3.17393 1
96.4884 58.9934 -3.10654 3.1741 1
95.9886 58.9792 -3.1355 3.17426 1
95.4889 58.9919 3.08471 3.1726 1
94.9909 59.036 3.02174 3.16711 1
94.4967 59.1114 2.95877 3.15806 1
94.0082 59.2177 2.8958 3.14568 1
93.5274 59.3545 2.83283 3.13023 1
93.0562 59.5214 2.76986 3.11191 1
92.5963 59.7175 2.70689 3.09095 1
92.1498 59.9422 2.64391 3.06753 1
91.7182 60.1946 2.58094 3.04184 1
91.3034 60.4736 2.51797 3.01404 1
90.907 60.7782 2.455 2.98429 1
90.5305 61.1071 2.39203 2.95274 1
90.1755 61.459 2.32906 2.9195 1
89.8433 61.8326 2.26609 2.88471 1
89.5353 62.2264 2.20312 2.84846 1
89.2527 62.6387 2.14015 2.81087 1
88.9965 63.0681 2.07718 2.77202 1
88.768 63.5127 2.01421 2.73201 1
88.5678 63.9708 1.95124 2.6909 1
88.3969 64.4406 1.88827 2.64877 1
88.2558 64.9202 1.8253 2.60569 1
88.1453 65.4077 1.76233 2.56172 1
